DATE,QTY_B1_1,QTY_B1_2,QTY_B1_3,QTY_B1_4,QTY_B1_5,QTY_B1_6,QTY_B1_7,QTY_B1_8,QTY_B1_9,QTY_B1_10,QTY_B1_11,QTY_B1_12,QTY_B1_13,QTY_B1_14,QTY_B1_15,QTY_B1_16,QTY_B1_17,QTY_B1_18,QTY_B1_19,QTY_B1_20,QTY_B1_21,QTY_B1_22,QTY_B1_23,QTY_B1_24,QTY_B1_25,QTY_B1_26,QTY_B1_27,QTY_B1_28,QTY_B1_29,QTY_B1_30,QTY_B1_31,QTY_B1_32,QTY_B1_33,QTY_B1_34,QTY_B1_35,QTY_B1_36,QTY_B1_37,QTY_B1_38,QTY_B1_39,QTY_B1_40,QTY_B1_41,QTY_B1_42,QTY_B2_1,QTY_B2_2,QTY_B2_3,QTY_B2_4,QTY_B2_5,QTY_B2_6,QTY_B2_7,QTY_B2_8,QTY_B2_9,QTY_B2_10,QTY_B2_11,QTY_B2_12,QTY_B2_13,QTY_B2_14,QTY_B2_15,QTY_B2_16,QTY_B2_17,QTY_B2_18,QTY_B2_19,QTY_B2_20,QTY_B2_21,QTY_B2_22,QTY_B2_23,QTY_B2_24,QTY_B2_25,QTY_B2_26,QTY_B2_27,QTY_B2_28,QTY_B2_29,QTY_B2_30,QTY_B2_31,QTY_B2_32,QTY_B2_33,QTY_B2_34,QTY_B2_35,QTY_B2_36,QTY_B2_37,QTY_B2_38,QTY_B2_39,QTY_B2_40,QTY_B2_41,QTY_B2_42,QTY_B2_43,QTY_B2_44,QTY_B2_45,QTY_B3_1,QTY_B3_2,QTY_B3_3,QTY_B3_4,QTY_B3_5,QTY_B3_6,QTY_B3_7,QTY_B3_8,QTY_B3_9,QTY_B3_10,QTY_B3_11,QTY_B3_12,QTY_B3_13,QTY_B3_14,QTY_B3_15,QTY_B3_16,QTY_B3_17,QTY_B3_18,QTY_B3_19,QTY_B3_20,QTY_B3_21,QTY_B4_1,QTY_B4_2,QTY_B4_3,QTY_B4_4,QTY_B4_5,QTY_B4_6,QTY_B4_7,QTY_B4_8,QTY_B4_9,QTY_B4_10,PROMO_B1_1,PROMO_B1_2,PROMO_B1_3,PROMO_B1_4,PROMO_B1_5,PROMO_B1_6,PROMO_B1_7,PROMO_B1_8,PROMO_B1_9,PROMO_B1_10,PROMO_B1_11,PROMO_B1_12,PROMO_B1_13,PROMO_B1_14,PROMO_B1_15,PROMO_B1_16,PROMO_B1_17,PROMO_B1_18,PROMO_B1_19,PROMO_B1_20,PROMO_B1_21,PROMO_B1_22,PROMO_B1_23,PROMO_B1_24,PROMO_B1_25,PROMO_B1_26,PROMO_B1_27,PROMO_B1_28,PROMO_B1_29,PROMO_B1_30,PROMO_B1_31,PROMO_B1_32,PROMO_B1_33,PROMO_B1_34,PROMO_B1_35,PROMO_B1_36,PROMO_B1_37,PROMO_B1_38,PROMO_B1_39,PROMO_B1_40,PROMO_B1_41,PROMO_B1_42,PROMO_B2_1,PROMO_B2_2,PROMO_B2_3,PROMO_B2_4,PROMO_B2_5,PROMO_B2_6,PROMO_B2_7,PROMO_B2_8,PROMO_B2_9,PROMO_B2_10,PROMO_B2_11,PROMO_B2_12,PROMO_B2_13,PROMO_B2_14,PROMO_B2_15,PROMO_B2_16,PROMO_B2_17,PROMO_B2_18,PROMO_B2_19,PROMO_B2_20,PROMO_B2_21,PROMO_B2_22,PROMO_B2_23,PROMO_B2_24,PROMO_B2_25,PROMO_B2_26,PROMO_B2_27,PROMO_B2_28,PROMO_B2_29,PROMO_B2_30,PROMO_B2_31,PROMO_B2_32,PROMO_B2_33,PROMO_B2_34,PROMO_B2_35,PROMO_B2_36,PROMO_B2_37,PROMO_B2_38,PROMO_B2_39,PROMO_B2_40,PROMO_B2_41,PROMO_B2_42,PROMO_B2_43,PROMO_B2_44,PROMO_B2_45,PROMO_B3_1,PROMO_B3_2,PROMO_B3_3,PROMO_B3_4,PROMO_B3_5,PROMO_B3_6,PROMO_B3_7,PROMO_B3_8,PROMO_B3_9,PROMO_B3_10,PROMO_B3_11,PROMO_B3_12,PROMO_B3_13,PROMO_B3_14,PROMO_B3_15,PROMO_B3_16,PROMO_B3_17,PROMO_B3_18,PROMO_B3_19,PROMO_B3_20,PROMO_B3_21,PROMO_B4_1,PROMO_B4_2,PROMO_B4_3,PROMO_B4_4,PROMO_B4_5,PROMO_B4_6,PROMO_B4_7,PROMO_B4_8,PROMO_B4_9,PROMO_B4_10,total_sales,total_sales_brand_1,total_sales_brand_2,total_sales_brand_3,total_sales_brand_4,promotion_times_brand_1,promotion_times_brand_2,promotion_times_brand_3,promotion_times_brand_4
2018/5/20,1,1,2,0,3,0,3,0,4,1,0,27,9,5,3,0,3,7,3,12,0,0,1,2,1,1,0,1,4,2,1,9,2,0,1,0,0,4,6,8,4,2,0,2,2,17,10,0,14,3,1,0,0,0,3,0,9,3,1,5,0,0,0,0,3,2,4,3,2,12,1,5,0,1,4,3,13,7,13,2,3,0,2,0,0,7,0,1,4,2,0,0,2,0,0,4,0,0,1,0,0,5,7,4,0,0,1,0,1,0,0,0,2,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,133,157,31,13,1,29,0,0
2018/5/21,1,1,3,0,2,1,3,0,6,2,0,3,4,6,0,6,1,5,2,12,0,5,5,1,5,0,4,0,5,11,4,1,3,0,2,1,0,2,8,0,6,0,0,3,0,24,7,5,7,1,5,1,3,1,0,6,13,2,2,17,0,0,1,6,1,1,0,6,8,16,6,5,2,0,1,1,7,2,11,6,0,4,1,0,2,2,1,0,0,0,1,0,0,0,1,0,6,2,0,0,0,0,1,4,0,0,0,0,6,0,3,1,2,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,121,187,15,24,0,32,0,0
2018/5/22,0,2,1,0,2,4,0,3,0,0,3,4,3,0,4,2,2,2,3,4,2,0,1,4,3,2,0,2,1,8,4,0,2,0,0,0,1,1,6,5,3,7,0,0,0,11,4,3,14,2,5,0,0,5,6,1,19,0,0,4,0,1,1,2,4,0,4,3,1,13,1,3,5,2,5,0,3,2,0,3,6,1,1,0,4,4,0,0,0,0,0,0,0,1,4,0,1,1,0,2,0,0,2,3,1,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,91,143,20,2,1,30,0,0
2018/5/23,4,1,2,4,2,1,3,0,2,0,3,15,5,3,1,0,2,3,3,9,2,2,0,1,3,0,1,1,6,0,0,4,1,1,4,3,4,0,4,2,1,2,0,1,3,10,6,1,2,1,5,1,0,2,4,2,9,0,1,6,0,0,0,1,3,0,3,6,5,14,3,3,0,2,2,4,5,4,12,4,3,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,2,1,3,0,2,0,4,2,0,0,0,3,0,0,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,105,136,18,8,0,34,0,0
2018/5/24,6,1,1,3,0,0,2,3,1,0,5,10,2,1,3,2,2,2,2,5,1,3,3,4,0,0,3,1,2,2,3,0,3,0,5,5,2,1,4,0,2,6,0,0,0,15,2,1,5,1,1,1,1,1,5,1,9,1,1,5,0,1,1,2,1,2,1,6,0,5,0,1,1,1,2,1,9,9,11,0,4,2,1,1,8,6,0,0,6,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,101,126,13,14,0,34,0,0
2018/5/25,2,2,1,3,0,1,1,1,5,2,2,13,1,2,3,0,3,2,1,9,1,2,1,3,7,0,4,2,0,5,6,0,0,2,6,0,5,0,5,1,4,3,0,0,2,14,6,2,9,1,4,0,0,0,0,1,14,1,4,6,0,0,2,4,2,1,5,1,3,5,7,3,1,3,4,3,5,5,8,6,3,1,5,6,0,6,0,0,0,5,4,3,0,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0,5,0,4,0,2,1,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,111,153,20,23,0,35,0,0
2018/5/26,6,1,1,2,2,7,2,0,1,2,2,13,2,3,0,4,2,3,5,6,1,2,2,2,8,0,1,3,4,1,4,0,2,1,1,4,12,4,7,1,3,4,0,0,4,11,4,1,8,1,4,0,0,1,2,0,7,2,3,6,0,0,3,2,2,2,3,4,2,15,3,3,3,2,2,7,11,0,17,6,3,3,3,3,4,2,0,0,2,1,2,1,1,1,1,2,2,0,2,1,0,0,2,4,1,0,0,1,8,0,1,2,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,131,159,24,22,0,35,0,0
2018/5/27,1,2,3,2,0,2,0,0,1,1,4,8,6,4,0,0,2,9,2,3,0,1,2,1,2,3,1,0,0,4,5,1,2,1,3,3,9,5,4,0,5,5,0,2,1,6,2,0,12,5,5,2,0,1,0,0,9,1,1,13,0,0,2,8,4,2,2,7,2,16,5,4,5,2,6,0,11,3,15,9,13,3,1,1,0,5,0,1,0,3,0,0,0,0,0,0,2,0,3,0,0,3,0,6,0,0,0,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,107,186,18,16,0,33,0,0
2018/5/28,7,0,0,2,4,2,4,1,3,1,5,16,3,1,1,3,1,2,5,14,0,1,1,0,9,0,2,0,0,0,5,4,0,0,6,2,11,5,7,5,4,7,0,2,1,18,5,2,6,2,4,1,1,1,4,4,12,0,2,10,0,2,3,1,2,0,4,4,5,18,11,4,5,0,0,3,15,7,8,10,9,5,1,0,6,5,0,0,1,0,2,4,0,0,0,1,1,0,0,0,0,5,2,0,0,1,0,0,2,0,6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,144,203,17,14,0,33,0,0
2018/5/29,2,0,0,0,2,2,6,0,3,1,3,9,0,2,0,1,1,1,5,4,0,1,1,1,5,1,1,1,4,0,3,4,0,3,0,1,5,0,2,0,6,2,0,2,4,5,1,5,2,3,1,1,1,1,2,4,10,1,2,4,0,0,0,1,3,2,2,3,1,13,3,3,0,2,3,3,5,3,5,2,5,2,0,0,1,3,0,0,0,2,3,0,0,1,1,3,0,1,7,0,0,0,5,4,1,2,0,1,7,0,0,0,2,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,83,114,31,19,0,34,0,0
2018/5/30,5,1,0,7,1,2,2,2,2,0,5,11,0,5,0,3,3,1,1,5,1,0,0,1,6,1,1,2,3,9,1,4,6,2,1,1,4,1,2,2,4,2,2,0,0,30,2,0,5,0,8,0,0,0,2,1,9,3,2,7,0,0,1,2,2,1,4,1,1,10,2,0,1,0,1,2,3,3,6,6,4,3,1,1,8,5,0,0,0,1,0,0,0,1,8,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,2,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,110,139,13,16,0,32,0,0
2018/5/31,2,0,6,1,0,0,3,0,1,0,2,11,4,2,0,6,0,2,5,8,2,2,2,5,6,1,2,0,2,1,3,4,2,0,5,2,6,0,3,1,5,2,0,1,2,12,3,2,2,0,5,0,0,0,1,0,6,0,1,3,0,0,2,0,1,1,1,4,3,12,6,6,1,1,1,1,2,2,12,0,1,2,5,0,7,4,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,10,1,5,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,109,113,9,47,1,31,0,0
2018/6/1,5,3,1,3,0,1,5,1,0,1,1,5,2,1,3,1,2,1,0,5,1,3,1,3,3,1,2,2,0,1,6,4,2,0,5,1,2,2,1,0,2,3,2,0,3,5,2,1,5,1,1,0,0,0,2,2,4,0,2,1,0,0,3,1,1,11,1,1,8,14,4,2,1,1,5,2,5,2,10,2,4,1,3,2,1,8,2,0,7,1,6,3,1,0,2,0,0,2,1,2,0,0,4,3,2,0,1,1,5,0,1,10,0,3,0,3,17,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,86,126,36,52,3,36,0,0
2018/6/2,5,3,1,3,0,1,5,1,0,1,1,5,2,1,3,1,2,1,0,5,1,3,1,3,3,1,2,2,0,1,6,4,2,0,5,1,2,2,1,0,2,3,2,0,3,5,2,1,5,1,1,0,0,0,2,2,4,0,2,1,0,0,3,1,1,11,1,1,8,14,4,2,1,1,5,2,5,2,10,2,4,1,3,2,1,8,2,0,7,1,6,3,1,0,2,0,0,2,1,2,0,0,4,3,2,0,1,1,5,0,1,10,0,3,0,3,17,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,86,126,36,52,3,36,0,0
2018/6/3,3,0,0,0,1,2,0,2,3,0,0,8,9,2,1,3,4,11,2,6,3,0,3,8,3,2,0,2,0,5,3,0,0,2,4,2,4,2,1,5,4,2,0,0,2,17,2,1,11,0,5,1,2,1,6,6,7,0,1,11,0,1,6,0,0,0,9,6,0,16,2,1,4,6,2,3,4,6,0,1,0,2,8,1,5,1,0,0,1,1,2,3,0,0,0,2,1,2,1,0,2,1,2,2,0,0,2,1,1,0,5,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,112,157,23,15,1,30,0,0
2018/6/4,6,2,1,1,2,3,3,0,4,1,0,0,11,3,11,3,3,6,5,20,2,3,1,2,11,0,0,3,0,4,6,0,1,1,4,0,21,5,10,3,0,4,0,2,0,20,2,6,19,5,6,6,0,1,6,3,19,0,0,19,0,0,1,1,2,1,3,5,5,15,7,7,4,0,3,1,10,8,0,6,2,0,1,0,4,6,3,0,0,0,0,2,0,2,1,1,7,0,0,0,1,1,3,0,1,0,0,1,9,0,6,2,0,1,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,166,209,20,26,3,31,0,0
2018/6/5,6,0,1,3,1,0,0,2,5,1,0,33,5,4,1,3,1,5,0,6,1,0,3,3,3,0,1,1,0,5,8,10,4,2,3,4,0,2,4,4,5,7,0,0,1,33,9,3,7,3,8,0,0,1,2,3,23,0,0,6,0,0,2,1,3,2,3,14,6,15,9,14,0,2,3,2,8,2,6,11,4,1,2,2,4,5,1,1,0,5,1,4,2,1,0,1,1,0,1,0,2,3,0,3,1,2,1,1,2,0,1,1,13,0,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,147,221,30,24,4,34,0,0
2018/6/6,4,2,0,1,1,2,4,1,4,0,1,16,8,2,1,1,0,0,1,4,1,2,4,4,3,0,1,2,1,4,10,5,6,1,9,1,0,2,6,2,4,3,0,0,0,8,1,3,8,3,0,0,0,0,6,1,5,0,1,0,0,0,1,2,0,3,0,2,0,10,7,0,4,0,4,4,14,5,27,0,8,2,1,0,1,4,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,2,2,2,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,124,135,18,13,4,26,0,0
2018/6/7,1,2,4,0,2,0,1,0,0,0,1,2,0,3,1,1,6,0,3,2,0,8,2,0,1,2,2,3,1,0,8,7,0,2,9,2,0,0,1,0,5,4,0,5,2,17,2,1,3,2,4,3,0,5,3,0,10,1,0,4,1,0,3,1,8,0,2,3,9,15,5,8,1,0,2,1,5,3,6,5,0,6,0,1,1,4,0,0,3,0,0,0,4,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,1,2,1,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,86,152,13,21,3,32,0,0
2018/6/8,3,1,2,2,1,1,1,1,2,1,6,3,5,2,3,2,1,3,3,6,4,2,3,3,6,5,1,2,3,2,5,6,2,4,3,2,7,2,2,2,2,7,0,2,3,3,3,3,6,1,8,1,0,0,1,2,11,1,3,4,0,2,1,2,4,2,0,5,2,19,8,6,6,0,1,0,2,4,3,2,5,4,2,0,2,5,0,0,2,2,1,2,0,0,1,1,5,0,3,0,2,0,2,4,0,1,3,1,8,0,2,0,10,1,1,1,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,124,139,30,34,4,34,0,0
2018/6/9,6,3,3,2,2,0,2,1,0,3,0,12,2,5,0,2,6,2,4,2,2,3,1,1,6,3,1,0,3,1,3,17,5,2,3,0,2,1,3,2,5,1,0,2,2,16,4,1,2,3,3,1,0,0,6,2,7,0,1,2,0,1,1,1,3,1,1,8,7,6,4,4,1,1,4,1,2,2,5,1,4,3,1,0,1,1,0,0,1,4,1,0,0,0,0,1,2,4,2,2,0,0,1,9,0,0,0,0,3,0,2,1,2,6,2,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,122,116,27,25,4,36,0,0
2018/6/10,0,3,3,0,0,1,1,0,0,3,0,10,6,1,2,0,6,3,3,4,1,0,0,1,7,0,1,2,0,2,2,7,2,0,1,1,1,3,4,1,3,8,0,3,0,6,2,0,3,0,3,1,0,0,10,1,15,0,0,4,0,0,0,0,2,3,2,11,6,14,2,7,1,4,3,3,19,7,14,5,0,7,1,2,2,6,1,0,1,1,0,1,3,0,1,1,0,0,6,0,0,0,5,0,0,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,93,170,23,7,1,30,0,0
2018/6/11,0,0,1,2,0,3,2,0,3,0,2,26,12,5,0,3,1,3,1,12,2,3,2,2,3,0,0,2,3,1,4,3,6,2,5,1,14,2,5,3,3,4,1,2,3,6,5,1,6,0,11,0,0,1,0,3,13,0,1,18,1,0,0,1,0,1,2,10,5,9,9,1,0,1,14,1,6,6,14,9,0,2,4,1,0,6,0,0,0,4,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,146,174,14,11,3,29,0,0
